location_key,date,wikidata_id,country_name,new_confirmed,new_deceased,population,latitude,longitude,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,contact_tracing,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
DE,2020-01-01,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.044444,-4.0,2.6,0.0,0,-2.655556,89.040261
DE,2020-01-02,Q183,Germany,1.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.569444,-4.125,2.375,0.0,0,-2.569444,86.911091
DE,2020-01-03,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.944444,2.375,7.125,,0,3.361111,89.684742
DE,2020-01-04,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.548611,1.75,4.75,0.0,0,1.659722,87.660245
DE,2020-01-05,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.715278,0.285714,4.142857,0.0,0,1.229167,90.085794
DE,2020-01-06,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5625,-0.0,4.125,0.0,0,0.104167,84.294897
DE,2020-01-07,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.131944,1.125,5.25,,0,1.8125,91.247293
DE,2020-01-08,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555556,3.875,7.0,,0,4.083333,90.460236
DE,2020-01-09,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.888889,6.875,10.25,,0,7.715278,92.529496
DE,2020-01-10,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.104167,4.125,9.25,,0,4.930556,86.245437
DE,2020-01-11,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.701389,0.375,5.0,0.0,0,-0.069444,82.120118
DE,2020-01-12,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.548611,0.375,4.25,0.0,0,0.118056,84.247399
DE,2020-01-13,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.604167,3.428571,6.142857,0.0,0,2.756944,88.111842
DE,2020-01-14,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.868056,5.625,9.375,0.0,0,2.618056,69.578252
DE,2020-01-15,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.694444,7.25,11.625,0.0,0,2.965278,63.143276
DE,2020-01-16,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.465278,2.75,10.5,0.0,0,3.923611,84.079663
DE,2020-01-17,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.305556,1.625,8.375,0.0,0,2.6875,83.602899
DE,2020-01-18,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.326389,1.375,5.0,0.0,0,0.479167,81.819098
DE,2020-01-19,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.041667,0.125,3.5,0.0,0,0.597222,90.375075
DE,2020-01-20,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6875,-1.5,4.375,0.0,0,-0.3125,86.664709
DE,2020-01-21,Q183,Germany,0.0,0.0,83019213,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.479167,-4.375,4.0,0.0,0,-3.048611,83.200969
